Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ChEA_2022	WT1 25993318 ChIP-Seq PODOCYTE Human	64/2909	1.375216e-03	2.678051e-02	0	0	1.572826e+00	1.036358e+01	DDR1;RIF1;HEXA;ZFAND5;ICA1;CLTA;BACH1;PCSK5;PPFIA1;ITGB8;SAMD12;SOX4;IER3;DSP;BRD2;MYLIP;EDN1;ATP6V1G1;SUN1;ELOVL5;ANXA4;VPS13B;SHROOM3;DUSP6;AEBP2;DAD1;NCOA7;CDH17;LLGL2;HDAC2;SEH1L;NEDD9;CXCR4;TOB1;STK3;EFNB2;PARD6B;MYO6;AGR3;MYH14;CEP76;HEXIM1;EGR2;CDKN2B;UBE2H;PTPRN2;GSN;HOMER1;JUP;STARD10;PLEKHA5;KLF4;GRHL2;MYO1D;AHI1;MYO1E;RHEB;ETNK1;MYO5C;ID1;ABI1;OCIAD2;RAMP1;FRYL
ChEA_2022	NANOG 18347094 ChIP-ChIP MESCs Mouse	36/1399	1.452454e-03	2.755938e-02	0	0	1.799966e+00	1.176188e+01	DDR1;HBS1L;CMAS;SLC44A4;RIF1;PPP1R10;HEXA;ZFAND5;BACH1;CDH1;SPIN1;ENPP2;ITGB8;EPC2;CCNL2;RHPN2;CCT8;HEXIM1;EDN1;RAB3IP;ZFR;KRT8;SHROOM3;COBL;DUSP6;CLDN4;CLDN3;AEBP2;ID1;GRB2;OCIAD2;OSBPL1A;RAB5A;FRYL;PTPN2;LLGL2
ChEA_2022	NELFA 20434984 ChIP-Seq ESCs Mouse	37/1454	1.516524e-03	2.805570e-02	0	0	1.780843e+00	1.156005e+01	IDI1;UQCRB;ZFAND5;ARPC5L;CLTA;SPINT2;ETFB;RPL8;TOB1;GMCL1;EFNB2;BCLAF1;CAPN7;CDH1;CCT8;JUNB;CEP76;IER2;IER3;TMED4;TMEM14C;HMGN1;HEXIM1;BRD2;MARCKSL1;JUP;HSPA5;MIF;DUSP6;CLDN4;DAD1;SUB1;RPL7L1;ABI1;TAX1BP1;PPIA;PTPN2
ChEA_2022	CUX1 19635798 ChIP-ChIP MULTIPLE CANCER TYPES Human	41/1669	1.632440e-03	2.902858e-02	0	0	1.723501e+00	1.106088e+01	SCOC;UQCRB;RIF1;CLTA;NEDD9;SPINT2;HERPUD1;PSMB7;LAPTM4B;PPFIA1;FLOT1;MAL2;RPL15;SEC61B;CCT8;RPL18;PRSS2;JUNB;SOX4;AP1M2;HMGN1;BRD2;EGR2;EDN1;DTNA;GSN;HSPA5;ANXA3;ELOVL5;EYA4;HLA-B;HLA-C;NEB;HLA-A;SYTL2;CLDN4;DAD1;GRB2;NCOA7;RAMP1;PTPN2
ChEA_2022	ZFX 18555785 ChIP-Seq MESCs Mouse	54/2372	1.655652e-03	2.902858e-02	0	0	1.612803e+00	1.032768e+01	RPL30;SCOC;CMAS;RIF1;HEXA;ZFAND5;ARPC5L;SMC5;SPINT2;RPL8;ACTG1;IMMP2L;CAPN7;JUNB;IER2;HMGN1;BRD2;SEC13;ATP6V1G1;RBM18;COBL;TMC4;SUMF1;CLDN4;CLDN3;SUB1;TAX1BP1;PPIA;LLGL2;HDAC2;SEH1L;TOB1;ANAPC11;MTDH;STK3;PSMB7;PTDSS1;BCLAF1;ODF2L;RAD21;RPL15;CCT8;STX3;RPL18;MAP3K2;CDKN2B;MARCKSL1;HSPA5;GRHL2;RHEB;TRMT11;OSBPL1A;RAB5A;PTPN2
ChEA_2022	RUNX1 27514584 ChIP-Seq MCF-7 Human BreastCancer	36/1413	1.722531e-03	2.902858e-02	0	0	1.780305e+00	1.132979e+01	IDI1;C2CD5;TUT7;RIF1;RASEF;ARPC5L;TOB1;LAPTM4B;PARD6B;PTDSS1;EPCAM;FLOT1;CCT8;TMEM14C;CARMIL1;SEC13;HSPA5;ANXA3;CAV2;RBM18;NSMCE2;KRT8;TMC4;GRHL2;DUSP6;SH3YL1;CLDN3;PRPF18;NDUFAF6;LRATD2;SUB1;ESRP1;TAX1BP1;YME1L1;MET;LLGL2
ChEA_2022	PKCTHETA 26484144 Chip-Seq BREAST Human	15/412	1.749106e-03	2.902858e-02	0	0	2.514288e+00	1.596234e+01	HEXIM1;BRD2;EDN1;HSPA5;ELOVL5;WDR72;TOB1;EFNB2;TMEM43;CAPN7;ESRP1;FLOT1;GRB2;TRIB1;TMED4
ChEA_2022	CDX2 19796622 ChIP-Seq MESCs Mouse	11/252	1.765251e-03	2.902858e-02	0	0	3.020211e+00	1.914651e+01	MYO1D;EDN1;UBE2H;TES;CLDN7;HEXA;ZFAND5;KRT8;NEDD9;OCIAD2;SMPDL3A
ChEA_2022	PPARG 20887899 ChIP-Seq 3T3-L1 Mouse	61/2774	1.843096e-03	2.964981e-02	0	0	1.564873e+00	9.852922e+00	SCOC;TES;PPP1R10;HEXA;ZFAND5;SMC5;BACH1;IMMP2L;TMEM43;EPSTI1;CCNL2;JUNB;IER2;MYLIP;ANXA3;ELOVL5;ZFR;NSMCE2;KRT8;VPS13B;DUSP6;SUMF1;HAUS1;CLDN4;AEBP2;TAX1BP1;YME1L1;SNRPC;TRIB1;MET;IDI1;NEDD9;TOB1;GMCL1;MTDH;EFNB2;ODF2L;UBQLN1;CCT8;RPL18;ATG5;HEXIM1;CDKN2B;ACBD5;GSN;HSPA5;CDKN2A;CAV2;EIF2AK1;TMEM176A;ARPC4;NEB;KLF4;GGCT;RHEB;ETNK1;MYO5C;ID1;GRB2;OSBPL1A;RAB5A
ChEA_2022	FOXA1 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	16/462	2.064947e-03	3.251193e-02	0	0	2.389436e+00	1.477305e+01	NPSR1;MYLIP;MARCKSL1;NEDD9;COBL;WDR72;KLF4;AREG;GRHL2;SAT1;DUSP6;KRT18;RHEB;MYO5C;TRIB1;MET
ChEA_2022	CLOCK 20551151 ChIP-Seq 293T Human	14/382	2.320165e-03	3.576353e-02	0	0	2.526688e+00	1.532719e+01	HEXIM1;IDI1;UBE2H;HSPA5;ZFR;NEDD9;AQP1;MTDH;HERPUD1;LAPTM4B;NR4A1;BCLAF1;ID1;PTPN2
ChEA_2022	VDR 23849224 ChIP-Seq CD4+ Human	43/1811	2.390676e-03	3.576353e-02	0	0	1.664150e+00	1.004511e+01	HBS1L;HDAC2;RIF1;PPP1R10;THYN1;CLTA;NEDD9;MEA1;GMCL1;MTDH;HERPUD1;PSMB7;PTDSS1;BCLAF1;EPSTI1;ENPP2;UBQLN1;CEP192;CCNL2;SEC61B;CCT8;KPNA5;UBXN4;IER2;ATG5;SEC13;ATP6V1G1;HLA-B;VPS13B;ARPC4;CPPED1;HLA-E;ISG20;NR4A1;PRPF18;SUB1;RPL7L1;ABI1;YME1L1;FOSB;TRMT11;PSMG2;OCIAD2
ChEA_2022	TFAP2C 20629094 ChIP-Seq MCF-7 Human	28/1034	2.416455e-03	3.576353e-02	0	0	1.877874e+00	1.131504e+01	RIF1;HEXA;NEDD9;FLOT1;MAL2;RHPN2;DSP;UBE2H;PTPRN2;JUP;HSPA5;ELOVL5;ANXA4;STARD10;NSMCE2;LMO7;SYTL2;KIAA1217;ISG20;MYO1E;CLDN4;ESRP1;MYO5C;NCOA7;TRMT11;OCIAD2;OSBPL1A;LLGL2
ChEA_2022	GATA4 25053715 ChIP-Seq YYC3 Human	39/1602	2.494790e-03	3.619891e-02	0	0	1.700864e+00	1.019422e+01	HBS1L;HDAC2;TES;RASEF;SPINT2;ETFB;GMCL1;STK3;LGALS4;EFNB2;PARD6B;CDH1;MAL2;CEP76;TMED4;HEXIM1;GSTM3;UBE2H;ACBD5;PTPRN2;JUP;ANXA3;ANXA4;MACC1;RAB3IP;STARD10;ANXA13;KRT8;LMO7;DUSP6;KIAA1217;KRT19;CLDN4;KRT18;SUB1;ID1;CHMP2B;OSBPL1A;ATF3
ChEA_2022	HNF1A 27111144 ChIP-Seq CD8+TCells Mouse Blood Lymphoma	66/3109	2.796005e-03	3.944797e-02	0	0	1.511160e+00	8.884962e+00	PATJ;RPL30;C2CD5;TES;CMAS;TUT7;RIF1;PPP1R10;ZFAND5;BRK1;SAT1;HINT3;EPSTI1;PPFIA1;EPG5;EPC2;CCNL2;UBXN4;JUNB;HMGN1;BRD2;MYLIP;ELOVL5;ZFR;VPS13B;TENT5A;PRPF18;SUB1;SELENOP;CLDN7;TAX1BP1;YME1L1;SNRPC;SEH1L;DMAC1;UQCRB;NEDD9;CXCR4;HACD3;EFNB2;PSMB7;NT5DC1;PARD6B;BCLAF1;RAD21;RPL15;CCT8;HEXIM1;MAP3K2;CYB5A;EGR2;GSN;HOMER1;HSPA5;NEB;KLF4;GGCT;MYO1D;NR4A1;RHEB;ETNK1;ABI1;CHMP2B;GRB2;PSMG2;RAB5A
ChEA_2022	FOXM1 26456572 ChIP-Seq MCF-7 Human BreastCancer	16/478	2.891817e-03	3.944797e-02	0	0	2.304768e+00	1.347337e+01	ZNF165;JUP;PPP1R10;MACC1;KRT8;GRHL2;KIAA1217;PTDSS1;KRT18;LRATD2;RHEB;ESRP1;ID1;CEP192;TRIB1;LLGL2
ChEA_2022	CREM 20920259 ChIP-Seq GC1-SPG Mouse	92/4643	2.920087e-03	3.944797e-02	0	0	1.437282e+00	8.388182e+00	HBS1L;RPL30;TES;CMAS;GOLT1B;RIF1;ZFAND5;RASEF;ARPC5L;ICA1;CLTA;SMC5;SPINT2;RPL8;BACH1;AREG;HERPUD1;ACTG1;LAPTM4B;IMMP2L;HINT3;CAPN7;SPIN1;PPFIA1;EPC2;CCNL2;UBXN4;JUNB;TMEM14C;HMGN1;DSP;BRD2;MYLIP;ELOVL5;RBM18;ZFR;NSMCE2;VPS13B;MIF;AEBP2;DAD1;SUB1;TAX1BP1;NCOA7;SNRPC;TRIB1;PPIA;LLGL2;IDI1;HDAC2;SEH1L;TOB1;GMCL1;MTDH;EFNB2;NT5DC1;PARD6B;BCLAF1;ODF2L;EPCAM;RAD21;MYO6;UBQLN1;CCT8;RPL18;CEP76;ATG5;HEXIM1;MAP3K2;CDKN2B;UBE2H;ACBD5;MARCKSL1;HOMER1;JUP;HSPA5;CDKN2A;ARPC4;KLF4;GRHL2;MYO1D;NR4A1;AHI1;SH3YL1;RHEB;ETNK1;ID1;FOSB;GRB2;RAB5A;FRYL;PTPN2
ChEA_2022	CJUN 26792858 Chip-Seq BT549 Human	38/1564	2.931944e-03	3.944797e-02	0	0	1.694528e+00	9.882641e+00	TES;TNFRSF11B;STK3;LAPTM4B;PARD6B;TMEM43;HINT3;RAD21;EPSTI1;RSPO2;MAL2;AGR3;ITGB8;SEC61B;CEP76;SOX4;IER3;BRD2;ATP6V1G1;CDKN2B;SUN1;GSN;HSPA5;CAV2;NSMCE2;GRHL2;SDCBP2;SYTL2;SUMF1;KIAA1217;KRT19;PRPF18;SUB1;ID1;FOSB;NCOA7;TRMT11;TRIB1
ChEA_2022	NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse	18/570	3.026446e-03	3.999232e-02	0	0	2.175011e+00	1.261586e+01	MAP3K2;DSP;EGR2;CDKN2B;HDAC2;JUP;ZFAND5;KRT8;DUSP6;MTDH;RHEB;MYO6;ABI1;FOSB;JUNB;RAB5A;MET;ATF3
ChEA_2022	MYBL2 22936984 ChIP-ChIP MESCs Mouse	35/1419	3.379849e-03	4.301137e-02	0	0	1.715064e+00	9.758583e+00	HDAC2;SEH1L;GOLT1B;RIF1;PPP1R10;ARPC5L;SMC5;SPINT2;RPL8;SEZ6L2;ANAPC11;ODF2L;TMEM43;SPIN1;FLOT1;CCNL2;CEP76;DSP;BRD2;MYLIP;SEC13;EIF2AK1;ZFR;RECQL;MIF;TMC4;GRHL2;KRT19;RHEB;RPL7L1;ID1;NFE2L3;TRIB1;PPIA;RAB5A
ChEA_2022	AHR 22903824 ChIP-Seq MCF-7 Human	18/577	3.439136e-03	4.301137e-02	0	0	2.146990e+00	1.217887e+01	GSTM3;EDN1;PTPRN2;TES;NEDD9;SHROOM3;LMO7;KLF4;AREG;GRHL2;PARD6B;IMMP2L;KRT18;CEACAM6;TAX1BP1;AGR3;SEC61B;SAMD12
ChEA_2022	STAT3 29892750 ChIP-Seq EML Mouse BoneMarrow	13/358	3.550195e-03	4.301137e-02	0	0	2.497022e+00	1.408508e+01	MAP3K2;BRD2;SEH1L;CLTA;NEDD9;GMCL1;PRPF18;HINT3;RHEB;TAX1BP1;LAMTOR1;SNRPC;IER2
ChEA_2022	TBX3 20139965 ChIP-Seq ESCs Mouse	22/767	3.552463e-03	4.301137e-02	0	0	1.977376e+00	1.115262e+01	EGR2;SCOC;RIF1;KCNH8;RASEF;NSMCE2;COBL;KLF4;GRHL2;AHI1;IMMP2L;TMEM43;AEBP2;DAD1;AGR3;NCOA7;SEC61B;RHPN2;RPL18;SOX4;FRYL;ATG5
ChEA_2022	FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse	39/1639	3.693109e-03	4.301137e-02	0	0	1.658141e+00	9.287725e+00	HBS1L;IDI1;GOLT1B;PPP1R10;BRK1;MEA1;BACH1;GMCL1;MTDH;PSMB7;NT5DC1;BCLAF1;CAPN7;MYO6;UBQLN1;EPG5;EMC4;EPC2;RPL15;CCNL2;ATG5;TMED4;YIPF3;EIF2AK1;ZFR;NSMCE2;RECQL;VPS13B;ARPC4;GGCT;SH3YL1;NDUFAF6;RHEB;CHMP2B;YME1L1;NCOA7;GOPC;PSMG2;TRIB1
ChEA_2022	AR 21909140 ChIP-Seq LNCAP Human	10/238	3.696237e-03	4.301137e-02	0	0	2.894291e+00	1.620930e+01	EFNB2;MYO1D;KRT18;RAD21;LAMA3;SHROOM3;ISG15;GRHL2;SMPDL3A;SYTL2
ChEA_2022	NANOG 18692474 ChIP-Seq MEFs Mouse	37/1533	3.712319e-03	4.301137e-02	0	0	1.679511e+00	9.398709e+00	DDR1;HBS1L;CMAS;SLC44A4;RIF1;HEXA;ZFAND5;CXCR4;BACH1;SAT1;EFNB2;CDH1;RAD21;SPIN1;RHPN2;CCT8;STX3;SOX4;IER2;EDN1;DTNA;ZFR;KRT8;SHROOM3;COBL;ISG15;DUSP6;ISG20;CLDN4;CLDN3;AEBP2;ID1;GRB2;OSBPL1A;ATF3;FRYL;PTPN2
ChEA_2022	TBX3 20139965 ChIP-Seq MESCs Mouse	22/770	3.719902e-03	4.301137e-02	0	0	1.969133e+00	1.101545e+01	EGR2;SCOC;RIF1;KCNH8;RASEF;NSMCE2;COBL;KLF4;GRHL2;AHI1;IMMP2L;TMEM43;AEBP2;DAD1;AGR3;NCOA7;SEC61B;RHPN2;RPL18;SOX4;FRYL;ATG5
ChEA_2022	HOXB4 20404135 ChIP-ChIP EML Mouse	30/1180	4.292199e-03	4.814643e-02	0	0	1.759209e+00	9.589374e+00	HDAC2;GOLT1B;UQCRB;PPP1R10;CLTA;NEDD9;TOB1;MTDH;LAPTM4B;PTDSS1;BCLAF1;CAPN7;RAD21;MYO6;CCT8;SOX4;AP1M2;HEXIM1;EGR2;UBE2H;ACBD5;HOMER1;RECQL;DUSP6;PRPF18;TAX1BP1;GRB2;GOPC;TRIB1;PTPN2
ChEA_2022	JUN 26020271 ChIP-Seq HCASMC Human CoronaryArtery	16/498	4.294141e-03	4.814643e-02	0	0	2.206837e+00	1.202837e+01	BRD2;UBE2H;SUN1;GSN;HSPA5;STARD10;KLF4;SDCBP2;SYTL2;KIAA1217;ISG20;ID1;UBQLN1;UBXN4;TRIB1;ATG5
ChEA_2022	FLI1 21867929 ChIP-Seq TH2 Mouse	36/1496	4.402890e-03	4.862893e-02	0	0	1.671487e+00	9.068646e+00	HBS1L;HDAC2;NEDD9;BACH1;TOB1;MTDH;ACTG1;NT5DC1;IMMP2L;BCLAF1;HINT3;ENPP2;AGR3;ITGB8;SOX4;ATG5;MYLIP;EGR2;EDN1;PTPRN2;HOMER1;RAB3IP;EYA4;COBL;LMO7;MIF;DUSP6;MYO1D;AHI1;SH3YL1;DAD1;NCOA7;GOPC;TRMT11;TRIB1;SMPDL3A
ChEA_2022	CEBPD 23245923 ChIP-Seq MEFs Mouse	14/413	4.641175e-03	5.050690e-02	0	0	2.326641e+00	1.250055e+01	EYA4;PLEKHA5;COBL;TNFRSF11B;LMO7;KLF4;BACH1;EFNB2;AHI1;PRPF18;AEBP2;TAX1BP1;SAMD12;TRIB1
ChEA_2022	SOX2 18692474 ChIP-Seq MEFs Mouse	37/1566	5.232848e-03	5.546833e-02	0	0	1.640283e+00	8.616077e+00	DDR1;HBS1L;SCOC;CMAS;RIF1;PPP1R10;HEXA;ZFAND5;CXCR4;MEA1;BACH1;EFNB2;TMEM43;CDH1;SPIN1;RHPN2;STX3;RPL18;PHLDA2;JUNB;IER2;GSTM3;EGR2;DTNA;JUP;ZFR;SHROOM3;COBL;MIF;DUSP6;MYO1E;CLDN4;PRPF18;DAD1;ID1;FRYL;PTPN2
ChEA_2022	CREB1 20920259 ChIP-Seq GC1-SPG Mouse	53/2451	5.370132e-03	5.546833e-02	0	0	1.517040e+00	7.929419e+00	HBS1L;PPP1R10;ZFAND5;ICA1;ACTG1;LAPTM4B;HINT3;CCNL2;UBXN4;JUNB;IER2;TMED4;TMEM14C;HMGN1;BRD2;ELOVL5;RBM18;KCNH8;ZFR;NSMCE2;VPS13B;COBL;ESRP1;TAX1BP1;SNRPC;TRIB1;PPIA;LLGL2;IDI1;LAMA3;TOB1;ANAPC11;PARD6B;ODF2L;RAD21;UBQLN1;RHPN2;RPL18;HEXIM1;UBE2H;HOMER1;JUP;HSPA5;EIF2AK1;ARPC4;NR4A1;AHI1;RHEB;ETNK1;ID1;FOSB;GRB2;RAB5A
ChEA_2022	NANOG 18692474 ChIP-Seq MESCs Mouse	48/2172	5.436714e-03	5.546833e-02	0	0	1.545077e+00	8.056927e+00	DDR1;HBS1L;CMAS;SLC44A4;RIF1;HEXA;ZFAND5;CXCR4;BACH1;SAT1;EFNB2;LAPTM4B;CDH1;RAD21;SPIN1;ITGB8;EPC2;RHPN2;CCT8;STX3;SOX4;IER2;HEXIM1;EDN1;DTNA;GSN;RAB3IP;ZFR;KRT8;SHROOM3;COBL;ISG15;GRHL2;SDCBP2;DUSP6;ISG20;CLDN4;CLDN3;AEBP2;ID1;GRB2;OCIAD2;OSBPL1A;PPIA;ATF3;FRYL;PTPN2;LLGL2
ChEA_2022	SOX2 30713093 ChIP-Seq Epithelial Human Tongue SCC	25/945	5.468001e-03	5.546833e-02	0	0	1.822108e+00	9.491072e+00	EPHB6;PPP1R10;LAMA3;NEDD9;PCSK5;PSMB7;EMC4;ITGB8;IER3;ZNF165;BRD2;EDN1;SUN1;GSN;H2AC6;KRT8;GRHL2;DUSP6;KIAA1217;ESRP1;ID1;FOSB;NCOA7;LAMTOR1;TRIB1
ChEA_2022	NR3C1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation	64/3084	5.530682e-03	5.546833e-02	0	0	1.466297e+00	7.620995e+00	DDR1;TES;ZFAND5;RASEF;BACH1;AREG;ACTG1;HINT3;CAPN7;EPSTI1;PIEZO2;ENPP2;PPFIA1;FLOT1;IER2;IER3;DSP;ANXA3;NSMCE2;ANXA13;KRT8;HLA-B;SHROOM3;COBL;WDR72;DUSP6;HLA-E;AEBP2;CLDN7;NCOA7;TRIB1;CDH17;MET;LLGL2;HDAC2;LAMA3;NEDD9;CXCR4;TOB1;MTDH;EFNB2;PARD6B;PTDSS1;EPCAM;MYO6;UBQLN1;AGR3;STX3;CYB5A;CDKN2B;DTNA;GSN;HOMER1;JUP;CAV2;STARD10;EYA4;KLF4;ISG20;MYO1E;SH3YL1;NFE2L3;FOSB;OSBPL1A
ChEA_2022	SOX2 16153702 ChIP-ChIP HESCs Human	22/797	5.546833e-03	5.546833e-02	0	0	1.897823e+00	9.858294e+00	RPL30;ATP6V1G1;HDAC2;DTNA;JUP;RIF1;PPP1R10;KCNH8;STARD10;NEDD9;PCSK5;DUSP6;BCLAF1;RAB25;ID1;ENPP2;NFE2L3;RPL15;OSBPL1A;RAB5A;ATF3;PTPN2
ChEA_2022	TCF3 18692474 ChIP-Seq MEFs Mouse	18/611	6.165190e-03	5.966340e-02	0	0	2.020295e+00	1.028095e+01	GSTM3;UBE2H;CMAS;DTNA;RIF1;ZFR;SHROOM3;COBL;BACH1;DUSP6;CLDN4;CLDN3;CDH1;ID1;SPIN1;RHPN2;STX3;PTPN2
ChEA_2022	TBX2 35687133 ChIP-Seq MCF-7 Human BreastCancer	21/756	6.222955e-03	5.966340e-02	0	0	1.907445e+00	9.688885e+00	IDI1;RAB3IP;LAMA3;CLTA;STK3;NR4A1;PARD6B;BCLAF1;CLDN3;KRT18;ESRP1;RAD21;MYO5C;ID1;GRB2;CEP192;NELFCD;TRIB1;PRELID3B;LLGL2;HMGN1
ChEA_2022	TAL1 20887958 ChIP-Seq HPC-7 Mouse	37/1584	6.265339e-03	5.966340e-02	0	0	1.619591e+00	8.215736e+00	PPP1R10;ZFAND5;ARPC5L;ICA1;CLTA;CXCR4;TNFRSF11B;ETFB;RPL8;TOB1;ANAPC11;MTDH;HERPUD1;ACTG1;PTDSS1;BCLAF1;ODF2L;FLOT1;CCNL2;RPL18;JUNB;SOX4;IER2;IER3;HEXIM1;MAP3K2;MYLIP;MARCKSL1;HSPA5;YIPF3;SHROOM3;TMC4;DUSP6;ETNK1;TAX1BP1;PPIA;RAB5A
ChEA_2022	TAL1 21186366 ChIP-Seq BM-HSCs Mouse	35/1477	6.288845e-03	5.966340e-02	0	0	1.640867e+00	8.317517e+00	HBS1L;HDAC2;NEDD9;TOB1;ACTG1;NT5DC1;IMMP2L;BCLAF1;HINT3;RSPO2;MAL2;AGR3;ITGB8;SOX4;ATG5;MYLIP;EGR2;EDN1;PTPRN2;HOMER1;EYA4;VPS13B;COBL;MIF;DUSP6;MYO1D;AHI1;SH3YL1;DAD1;NCOA7;GOPC;TRMT11;TRIB1;SMPDL3A;LLGL2
ChEA_2022	TTF2 22483619 ChIP-Seq HELA Human	31/1272	6.782834e-03	6.353541e-02	0	0	1.682402e+00	8.400841e+00	HBS1L;HDAC2;SLC44A4;UQCRB;PPP1R10;ZNF292;HEXA;ACTG1;LAPTM4B;NT5DC1;BCLAF1;HINT3;MYO6;FLOT1;RPL15;CCT8;RPL18;JUNB;IER3;ATP6V1G1;SUN1;DTNA;HSPA5;YIPF3;RBM18;NSMCE2;ISG15;DUSP6;SUMF1;AHI1;RPL7L1
ChEA_2022	E2F1 26619117 ChIP-Seq Hepatocytes Mouse Liver	57/2717	7.237144e-03	6.552551e-02	0	0	1.471918e+00	7.254391e+00	HBS1L;GOLT1B;HEXA;ARPC5L;THYN1;SMC5;ETFB;HERPUD1;ACTG1;LAPTM4B;TMEM43;HINT3;CAPN7;SPIN1;SOX4;IER2;IER3;HMGN1;DSP;EDN1;NSMCE2;RECQL;KRT8;TMC4;DUSP6;PRPF18;AEBP2;YME1L1;TRIB1;ATF3;SEH1L;TOB1;GMCL1;ANAPC11;PSMB7;PARD6B;PTDSS1;ODF2L;RAD21;CEP192;RPL18;CEP76;ATG5;MARCKSL1;CDKN2A;TMEM176A;GGCT;AHI1;MYO1E;KRT18;ID1;FOSB;GRB2;GOPC;PSMG2;OSBPL1A;FRYL
ChEA_2022	MYC 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	82/4188	7.354899e-03	6.552551e-02	0	0	1.396074e+00	6.858056e+00	HBS1L;RPL30;TUT7;RIF1;ZNF292;ZFAND5;ARPC5L;ICA1;CLTA;BRK1;ETFB;RPL8;BACH1;DNPH1;LAPTM4B;HINT3;CAPN7;SPIN1;FLOT1;ITGB8;NELFCD;KPNA5;SOX4;TMED4;TMEM14C;HMGN1;ZNF165;BRD2;MYLIP;EDN1;SEC13;SUN1;H2AC6;ELOVL5;ANXA4;ZFR;NSMCE2;VPS13B;SHROOM3;MIF;TENT5A;SDCBP2;SUMF1;LRATD2;SUB1;RPL7L1;TAX1BP1;SELENOW;NCOA7;SNRPC;TRIB1;PPIA;HDAC2;DMAC1;UQCRB;GMCL1;MTDH;PSMB7;NT5DC1;BCLAF1;EPCAM;MYO6;UBQLN1;CCT8;ATG5;CARMIL1;CDKN2B;PTPRN2;HOMER1;CDKN2A;YIPF3;EIF2AK1;EYA4;KLF4;GGCT;SH3YL1;NDUFAF6;RHEB;ID1;GOPC;TRMT11;RAMP1
ChEA_2022	SMAD1 18555785 ChIP-Seq MESCs Mouse	14/436	7.364083e-03	6.552551e-02	0	0	2.197212e+00	1.079082e+01	GSN;RIF1;COBL;MEA1;BACH1;MTDH;IMMP2L;BCLAF1;CLDN4;CLDN3;AEBP2;RAB25;RPL7L1;PPIA
ChEA_2022	FOXO3 23340844 ChIP-Seq DLD1 Human	17/576	7.536828e-03	6.552551e-02	0	0	2.020672e+00	9.876951e+00	DDR1;MYLIP;HDAC2;TES;STARD10;ZFAND5;CXCR4;KLF4;PSMB7;CLDN4;RHEB;ENPP2;ITGB8;RHPN2;SMPDL3A;FRYL;IER3
ChEA_2022	TP63 30713093 ChIP-Seq Epithelial Human Tongue SCC	46/2100	7.610327e-03	6.552551e-02	0	0	1.525390e+00	7.441231e+00	DDR1;EPHB6;C2CD5;SEH1L;PPP1R10;LAMA3;ARPC5L;NEDD9;HACD3;PCSK5;PSMB7;PARD6B;MYO6;CCN3;S100A14;JUNB;IER3;TMEM14C;ZNF165;BRD2;EDN1;SUN1;HOMER1;JUP;ELOVL5;CAV2;RAB3IP;KRT8;WDR72;MIF;TMC4;GRHL2;SDCBP2;DUSP6;KIAA1217;KRT19;PRPF18;ETNK1;ESRP1;CLDN7;YME1L1;LAMTOR1;OSBPL1A;TRIB1;MET;ATF3
ChEA_2022	NFE2L2 20460467 ChIP-Seq MEFs Mouse	23/870	7.635872e-03	6.552551e-02	0	0	1.814933e+00	8.847613e+00	GSTM3;CDKN2B;EYA4;NSMCE2;SMC5;TNFRSF11B;LMO7;KLF4;AREG;MTDH;EFNB2;LAPTM4B;CLDN4;CLDN3;HINT3;CAPN7;SUB1;ABI1;TAX1BP1;RSPO2;NCOA7;TRIB1;ATG5
ChEA_2022	NRF2 20460467 ChIP-Seq MEFs Mouse	23/870	7.635872e-03	6.552551e-02	0	0	1.814933e+00	8.847613e+00	GSTM3;CDKN2B;EYA4;NSMCE2;SMC5;TNFRSF11B;LMO7;KLF4;AREG;MTDH;EFNB2;LAPTM4B;CLDN4;CLDN3;HINT3;CAPN7;SUB1;ABI1;TAX1BP1;RSPO2;NCOA7;TRIB1;ATG5
ChEA_2022	MYC 19030024 ChIP-ChIP MESCs Mouse	59/2842	7.784330e-03	6.552551e-02	0	0	1.457467e+00	7.076938e+00	HBS1L;RPL30;GOLT1B;RIF1;PPP1R10;ARPC5L;CLTA;SPINT2;ETFB;RPL8;HERPUD1;ACTG1;LAPTM4B;IMMP2L;CDH1;CCNL2;SEC61B;PHLDA2;JUNB;IER2;BRD2;SEC13;RECQL;SHROOM3;COBL;MIF;DUSP6;DAD1;SUB1;RPL7L1;YME1L1;TRIB1;PPIA;ATF3;SEH1L;UQCRB;CXCR4;TOB1;ANAPC11;MTDH;PSMB7;BCLAF1;RPL15;CCT8;RPL18;HEXIM1;HSPA5;ARPC4;KLF4;GRHL2;AHI1;RHEB;MYO5C;ABI1;FOSB;TRMT11;PLP2;OSBPL1A;PTPN2
ChEA_2022	FOXO1 32281255 ChIP-Seq Chondrocytes Human Osteoarthritis	16/531	7.792222e-03	6.552551e-02	0	0	2.061881e+00	1.000967e+01	HEXIM1;BRD2;IDI1;SUN1;STARD10;ARPC4;DUSP6;KIAA1217;ISG20;ETNK1;SELENOP;FLOT1;EPC2;CCN2;TRIB1;JUNB
